MeSH Headings	Freq	StartYear	EndYear	Database	TermType
TURKEY	6	2010	2019	MEDLINE-WOS	mesh
UNITED STATES FOOD AND DRUG ADMINISTRATION	6	2010	2019	MEDLINE-WOS	mesh
WORLD WAR I	6	2010	2019	MEDLINE-WOS	mesh
ACADEMIES AND INSTITUTES	5	2010	2019	MEDLINE-WOS	mesh
ADMINISTRATIVE PERSONNEL	5	2010	2019	MEDLINE-WOS	mesh
ADOLESCENT BEHAVIOR	5	2010	2019	MEDLINE-WOS	mesh
AMBULATORY CARE FACILITIES	5	2010	2019	MEDLINE-WOS	mesh
ANTHROPOLOGY CULTURAL	5	2010	2019	MEDLINE-WOS	mesh
ANTIPSYCHOTIC AGENTS	5	2010	2019	MEDLINE-WOS	mesh
AUTISM SPECTRUM DISORDER	5	2010	2019	MEDLINE-WOS	mesh
BAYES THEOREM	5	2010	2019	MEDLINE-WOS	mesh
BURNS	5	2010	2019	MEDLINE-WOS	mesh
CASE CONTROL STUDIES	5	2010	2019	MEDLINE-WOS	mesh
CENTERS FOR DISEASE CONTROL AND PREVENTION U S	5	2010	2019	MEDLINE-WOS	mesh
CESAREAN SECTION	5	2010	2019	MEDLINE-WOS	mesh
CHRONIC DISEASE	5	2010	2019	MEDLINE-WOS	mesh
CLINICAL COMPETENCE	5	2010	2019	MEDLINE-WOS	mesh
CLINICAL MEDICINE	5	2010	2019	MEDLINE-WOS	mesh
COLORECTAL NEOPLASMS	5	2010	2019	MEDLINE-WOS	mesh
COMMUNICABLE DISEASE CONTROL	5	2010	2019	MEDLINE-WOS	mesh
COMMUNISM	5	2010	2019	MEDLINE-WOS	mesh
COMMUNITY HEALTH SERVICES	5	2010	2019	MEDLINE-WOS	mesh
CONTRACEPTIVE AGENTS	5	2010	2019	MEDLINE-WOS	mesh
DATA ACCURACY	5	2010	2019	MEDLINE-WOS	mesh
DATABASES FACTUAL	5	2010	2019	MEDLINE-WOS	mesh
DELIVERY OBSTETRIC	5	2010	2019	MEDLINE-WOS	mesh
DIETARY SUPPLEMENTS	5	2010	2019	MEDLINE-WOS	mesh
DRUG INTERACTIONS	5	2010	2019	MEDLINE-WOS	mesh
EDUCATION NURSING CONTINUING	5	2010	2019	MEDLINE-WOS	mesh
ELECTRONIC NICOTINE DELIVERY SYSTEMS	5	2010	2019	MEDLINE-WOS	mesh
EMERGENCY MEDICAL SERVICES	5	2010	2019	MEDLINE-WOS	mesh
ENGLAND	5	2010	2019	MEDLINE-WOS	mesh
EQUIPMENT DESIGN	5	2010	2019	MEDLINE-WOS	mesh
EXPERT TESTIMONY	5	2010	2019	MEDLINE-WOS	mesh
FAMILY CHARACTERISTICS	5	2010	2019	MEDLINE-WOS	mesh
FAMOUS PERSONS	5	2010	2019	MEDLINE-WOS	mesh
FLUORIDATION	5	2010	2019	MEDLINE-WOS	mesh
FOOD SAFETY	5	2010	2019	MEDLINE-WOS	mesh
FRIENDS	5	2010	2019	MEDLINE-WOS	mesh
GROUP PROCESSES	5	2010	2019	MEDLINE-WOS	mesh
HEALTH STATUS DISPARITIES	5	2010	2019	MEDLINE-WOS	mesh
HEALTHCARE DISPARITIES	5	2010	2019	MEDLINE-WOS	mesh
HEPATITIS B	5	2010	2019	MEDLINE-WOS	mesh
HORMONE REPLACEMENT THERAPY	5	2010	2019	MEDLINE-WOS	mesh
HOSPITALS PEDIATRIC	5	2010	2019	MEDLINE-WOS	mesh
HYGIENE	5	2010	2019	MEDLINE-WOS	mesh
IMAGINATION	5	2010	2019	MEDLINE-WOS	mesh
INTRAUTERINE DEVICES	5	2010	2019	MEDLINE-WOS	mesh
JAPAN	5	2010	2019	MEDLINE-WOS	mesh
LIFE CHANGE EVENTS	5	2010	2019	MEDLINE-WOS	mesh
MENTAL HEALTH SERVICES	5	2010	2019	MEDLINE-WOS	mesh
MIDWIFERY	5	2010	2019	MEDLINE-WOS	mesh
NETHERLANDS	5	2010	2019	MEDLINE-WOS	mesh
NORTH CAROLINA	5	2010	2019	MEDLINE-WOS	mesh
PAIN	5	2010	2019	MEDLINE-WOS	mesh
PATIENT ADVOCACY	5	2010	2019	MEDLINE-WOS	mesh
PATIENT PREFERENCE	5	2010	2019	MEDLINE-WOS	mesh
PATTERN RECOGNITION VISUAL	5	2010	2019	MEDLINE-WOS	mesh
PHYSICIAN S ROLE	5	2010	2019	MEDLINE-WOS	mesh
PLANTS GENETICALLY MODIFIED	5	2010	2019	MEDLINE-WOS	mesh
POLAND	5	2010	2019	MEDLINE-WOS	mesh
POSTPARTUM PERIOD	5	2010	2019	MEDLINE-WOS	mesh
POWER PSYCHOLOGY	5	2010	2019	MEDLINE-WOS	mesh
PRESCRIPTION DRUGS	5	2010	2019	MEDLINE-WOS	mesh
PRIMARY PREVENTION	5	2010	2019	MEDLINE-WOS	mesh
PSYCHIATRY	5	2010	2019	MEDLINE-WOS	mesh
PUBLICATIONS	5	2010	2019	MEDLINE-WOS	mesh
RECONSTRUCTIVE SURGICAL PROCEDURES	5	2010	2019	MEDLINE-WOS	mesh
REPRODUCTIVE RIGHTS	5	2010	2019	MEDLINE-WOS	mesh
SECONDARY PREVENTION	5	2010	2019	MEDLINE-WOS	mesh
SEVERITY OF ILLNESS INDEX	5	2010	2019	MEDLINE-WOS	mesh
SEX EDUCATION	5	2010	2019	MEDLINE-WOS	mesh
SEX FACTORS	5	2010	2019	MEDLINE-WOS	mesh
SEXUALLY TRANSMITTED DISEASES	5	2010	2019	MEDLINE-WOS	mesh
SOCIAL CONDITIONS	5	2010	2019	MEDLINE-WOS	mesh
STATE MEDICINE	5	2010	2019	MEDLINE-WOS	mesh
TELEMEDICINE	5	2010	2019	MEDLINE-WOS	mesh
THINKING	5	2010	2019	MEDLINE-WOS	mesh
TISSUE DONORS	5	2010	2019	MEDLINE-WOS	mesh
TOBACCO INDUSTRY	5	2010	2019	MEDLINE-WOS	mesh
USSR	5	2010	2019	MEDLINE-WOS	mesh
VIOLENCE	5	2010	2019	MEDLINE-WOS	mesh
VULNERABLE POPULATIONS	5	2010	2019	MEDLINE-WOS	mesh
WOMEN S RIGHTS	5	2010	2019	MEDLINE-WOS	mesh
WORLD HEALTH ORGANIZATION	5	2010	2019	MEDLINE-WOS	mesh
ZIKA VIRUS INFECTION	5	2010	2019	MEDLINE-WOS	mesh
AFFECT	4	2010	2019	MEDLINE-WOS	mesh
AGRICULTURE	4	2010	2019	MEDLINE-WOS	mesh
ANDROGENS	4	2010	2019	MEDLINE-WOS	mesh
ANTIDEPRESSIVE AGENTS	4	2010	2019	MEDLINE-WOS	mesh
ANTINEOPLASTIC AGENTS	4	2010	2019	MEDLINE-WOS	mesh
ARTIFICIAL INTELLIGENCE	4	2010	2019	MEDLINE-WOS	mesh
BIOLOGICAL EVOLUTION	4	2010	2019	MEDLINE-WOS	mesh
BISEXUALITY	4	2010	2019	MEDLINE-WOS	mesh
BODY IMAGE	4	2010	2019	MEDLINE-WOS	mesh
BRAIN MAPPING	4	2010	2019	MEDLINE-WOS	mesh
CALIFORNIA	4	2010	2019	MEDLINE-WOS	mesh
CAREER CHOICE	4	2010	2019	MEDLINE-WOS	mesh
CHILD HEALTH SERVICES	4	2010	2019	MEDLINE-WOS	mesh
CITIES	4	2010	2019	MEDLINE-WOS	mesh
COERCION	4	2010	2019	MEDLINE-WOS	mesh
COHORT STUDIES	4	2010	2019	MEDLINE-WOS	mesh
COMORBIDITY	4	2010	2019	MEDLINE-WOS	mesh
COMPLEMENTARY THERAPIES	4	2010	2019	MEDLINE-WOS	mesh
CONFIDENTIALITY	4	2010	2019	MEDLINE-WOS	mesh
COSMETIC TECHNIQUES	4	2010	2019	MEDLINE-WOS	mesh
COST BENEFIT ANALYSIS	4	2010	2019	MEDLINE-WOS	mesh
CRIMINAL LAW	4	2010	2019	MEDLINE-WOS	mesh
CROSS CULTURAL COMPARISON	4	2010	2019	MEDLINE-WOS	mesh
DATA MINING	4	2010	2019	MEDLINE-WOS	mesh
DELAYED ACTION PREPARATIONS	4	2010	2019	MEDLINE-WOS	mesh
DEMOGRAPHY	4	2010	2019	MEDLINE-WOS	mesh
DENTAL CARE	4	2010	2019	MEDLINE-WOS	mesh
DENTAL CARIES	4	2010	2019	MEDLINE-WOS	mesh
DERMATITIS ATOPIC	4	2010	2019	MEDLINE-WOS	mesh
DERMATOLOGIC AGENTS	4	2010	2019	MEDLINE-WOS	mesh
DIABETES MELLITUS TYPE 1	4	2010	2019	MEDLINE-WOS	mesh
DIABETES MELLITUS TYPE 2	4	2010	2019	MEDLINE-WOS	mesh
DIAGNOSIS DIFFERENTIAL	4	2010	2019	MEDLINE-WOS	mesh
DIRECT TO CONSUMER ADVERTISING	4	2010	2019	MEDLINE-WOS	mesh
DISCRIMINATION PSYCHOLOGY	4	2010	2019	MEDLINE-WOS	mesh
DISEASE ERADICATION	4	2010	2019	MEDLINE-WOS	mesh
DRUG ADMINISTRATION SCHEDULE	4	2010	2019	MEDLINE-WOS	mesh
DRUG INFORMATION SERVICES	4	2010	2019	MEDLINE-WOS	mesh
DRUG THERAPY COMBINATION	4	2010	2019	MEDLINE-WOS	mesh
EDUCATION	4	2010	2019	MEDLINE-WOS	mesh
EDUCATIONAL MEASUREMENT	4	2010	2019	MEDLINE-WOS	mesh
EMERGENCIES	4	2010	2019	MEDLINE-WOS	mesh
ENVIRONMENTAL HEALTH	4	2010	2019	MEDLINE-WOS	mesh
EPILEPSY	4	2010	2019	MEDLINE-WOS	mesh
EVALUATION STUDIES AS TOPIC	4	2010	2019	MEDLINE-WOS	mesh
EVOKED POTENTIALS	4	2010	2019	MEDLINE-WOS	mesh
FEEDING AND EATING DISORDERS	4	2010	2019	MEDLINE-WOS	mesh
FETAL BLOOD	4	2010	2019	MEDLINE-WOS	mesh
FETUS	4	2010	2019	MEDLINE-WOS	mesh
GENDER IDENTITY	4	2010	2019	MEDLINE-WOS	mesh
GENETIC TESTING	4	2010	2019	MEDLINE-WOS	mesh
GEORGIA	4	2010	2019	MEDLINE-WOS	mesh
GLUCOCORTICOIDS	4	2010	2019	MEDLINE-WOS	mesh
GUIDELINES AS TOPIC	4	2010	2019	MEDLINE-WOS	mesh
HEALTH SERVICES	4	2010	2019	MEDLINE-WOS	mesh
HUMAN RIGHTS	4	2010	2019	MEDLINE-WOS	mesh
HYDROCORTISONE	4	2010	2019	MEDLINE-WOS	mesh
HYDROXYMETHYLGLUTARYL COA REDUCTASE INHIBITORS	4	2010	2019	MEDLINE-WOS	mesh
ILLUSIONS	4	2010	2019	MEDLINE-WOS	mesh
INDUSTRY	4	2010	2019	MEDLINE-WOS	mesh
INFLAMMATORY BOWEL DISEASES	4	2010	2019	MEDLINE-WOS	mesh
INFORMATION SERVICES	4	2010	2019	MEDLINE-WOS	mesh
JOURNALISM	4	2010	2019	MEDLINE-WOS	mesh
JURISPRUDENCE	4	2010	2019	MEDLINE-WOS	mesh
KENYA	4	2010	2019	MEDLINE-WOS	mesh
MALARIA	4	2010	2019	MEDLINE-WOS	mesh
MARIJUANA SMOKING	4	2010	2019	MEDLINE-WOS	mesh
MARYLAND	4	2010	2019	MEDLINE-WOS	mesh
MASS BEHAVIOR	4	2010	2019	MEDLINE-WOS	mesh
MASS VACCINATION	4	2010	2019	MEDLINE-WOS	mesh
MEDICALLY UNDERSERVED AREA	4	2010	2019	MEDLINE-WOS	mesh
MENTAL PROCESSES	4	2010	2019	MEDLINE-WOS	mesh
METHADONE	4	2010	2019	MEDLINE-WOS	mesh
MEXICO	4	2010	2019	MEDLINE-WOS	mesh
MYANMAR	4	2010	2019	MEDLINE-WOS	mesh
NATIONAL HEALTH PROGRAMS	4	2010	2019	MEDLINE-WOS	mesh
NATURAL FAMILY PLANNING METHODS	4	2010	2019	MEDLINE-WOS	mesh
NEEDS ASSESSMENT	4	2010	2019	MEDLINE-WOS	mesh
NUTRITION POLICY	4	2010	2019	MEDLINE-WOS	mesh
NUTRITIONAL STATUS	4	2010	2019	MEDLINE-WOS	mesh
OCCUPATIONAL DISEASES	4	2010	2019	MEDLINE-WOS	mesh
ONLINE SYSTEMS	4	2010	2019	MEDLINE-WOS	mesh
ORTHOPEDICS	4	2010	2019	MEDLINE-WOS	mesh
PATIENT CARE TEAM	4	2010	2019	MEDLINE-WOS	mesh
