Term	Freq	StartYear	EndYear	Database	Platform	TermType
history of economic thought. biography: individuals (a-z) (4.8) (1)‎	1	1920	1929	EL	Proquest	Subject
population: general (18.0) 	1	1930	1939	EL	Proquest	Subject
northern america‎	2	1930	1939	EL	Proquest	Subject
u.s.‎	2	1930	1939	EL	Proquest	Subject
public utilities. electricity. gas. water: general (15.60)‎	1	1930	1939	EL	Proquest	Subject
structure of international trade: history (11.21)‎	1	1930	1939	EL	Proquest	Subject
the firm: public and community relations (14.222)‎	1	1930	1939	EL	Proquest	Subject
money. currency. monetary standards: general (9.20)‎	1	1940	1949	EL	Proquest	Subject
northern america‎	1	1940	1949	EL	Proquest	Subject
u.s.‎	1	1940	1949	EL	Proquest	Subject
advertising (14.55)‎	1	1950	1959	EL	Proquest	Subject
northern america‎	1	1950	1959	EL	Proquest	Subject
u.s.‎	1	1950	1959	EL	Proquest	Subject
asia‎	1	1960	1969	EL	Proquest	Subject
india‎	1	1960	1969	EL	Proquest	Subject
nepal‎	1	1960	1969	EL	Proquest	Subject
population: policy (18.2)‎	1	1960	1969	EL	Proquest	Subject
northern america‎	3	1970	1979	EL	Proquest	Subject
u.s.‎	2	1970	1979	EL	Proquest	Subject
accounting (5410)‎	1	1970	1979	EL	Proquest	Subject
business and public administration--general (5130)‎	1	1970	1979	EL	Proquest	Subject
business investment (5220)‎	1	1970	1979	EL	Proquest	Subject
canada‎	1	1970	1979	EL	Proquest	Subject
capital markets--empirical studies, including regulation (3132)‎	1	1970	1979	EL	Proquest	Subject
capitalist economic systems: market economies (0510)‎	1	1970	1979	EL	Proquest	Subject
consumer protection (9213)‎	1	1970	1979	EL	Proquest	Subject
economic history--europe--general (0440)‎	1	1970	1979	EL	Proquest	Subject
europe‎	1	1970	1979	EL	Proquest	Subject
macroeconomics--theory of aggregate distribution (0235)‎	1	1970	1979	EL	Proquest	Subject
marketing and advertising (5310)‎	1	1970	1979	EL	Proquest	Subject
microeconomic theory--theory of the household (consumer demand) (0222)‎	1	1970	1979	EL	Proquest	Subject
u.k.‎	1	1970	1979	EL	Proquest	Subject
northern america‎	3	1980	1989	EL	Proquest	Subject
u.s.‎	3	1980	1989	EL	Proquest	Subject
economics of minorities, economics of discrimination (9170)‎	2	1980	1989	EL	Proquest	Subject
economics of war, defense, and disarmament (1140)‎	2	1980	1989	EL	Proquest	Subject
africa‎	1	1980	1989	EL	Proquest	Subject
asia‎	1	1980	1989	EL	Proquest	Subject
business investment (5220)‎	1	1980	1989	EL	Proquest	Subject
commercial policy (4220)‎	1	1980	1989	EL	Proquest	Subject
demographic economics (8410)‎	1	1980	1989	EL	Proquest	Subject
domestic monetary theory and policy (3110)‎	1	1980	1989	EL	Proquest	Subject
economic studies of centrally planned economies--general (1240)‎	1	1980	1989	EL	Proquest	Subject
economics of health (including medical subsidy programs) (9130)‎	1	1980	1989	EL	Proquest	Subject
energy (7230)‎	1	1980	1989	EL	Proquest	Subject
europe‎	1	1980	1989	EL	Proquest	Subject
game theory and bargaining theory (0262)‎	1	1980	1989	EL	Proquest	Subject
goals and objectives of firms (5140)‎	1	1980	1989	EL	Proquest	Subject
housing economics (including urban and nonurban housing) (9320)‎	1	1980	1989	EL	Proquest	Subject
industry studies--extractive industries--oil, gas, and other fuels (6323)‎	1	1980	1989	EL	Proquest	Subject
inflation and deflation--general (1340)‎	1	1980	1989	EL	Proquest	Subject
international business and multinational enterprises (4420)‎	1	1980	1989	EL	Proquest	Subject
south africa‎	1	1980	1989	EL	Proquest	Subject
u.s.s.r.‎	1	1980	1989	EL	Proquest	Subject
europe‎	10	1990	1999	EL	Proquest	Subject
northern america‎	8	1990	1999	EL	Proquest	Subject
u.s.‎	8	1990	1999	EL	Proquest	Subject
political processes: rent-seeking, lobbying, elections, legislatures, and voting behavior (d72)‎	4	1990	1999	EL	Proquest	Subject
socialist systems and transitional economies: political economy, property rights (p26)‎	4	1990	1999	EL	Proquest	Subject
economic history: government, war, law, international relations, and regulation: europe: 1913- (n44)‎	3	1990	1999	EL	Proquest	Subject
economics‎	3	1990	1999	EL	Proquest	Subject
education‎	3	1990	1999	EL	Proquest	Subject
germany‎	3	1990	1999	EL	Proquest	Subject
u.k.‎	3	1990	1999	EL	Proquest	Subject
voter‎	3	1990	1999	EL	Proquest	Subject
agriculture‎	2	1990	1999	EL	Proquest	Subject
development‎	2	1990	1999	EL	Proquest	Subject
economic development: agriculture, natural resources, energy, environment, other primary products (o13)‎	2	1990	1999	EL	Proquest	Subject
economic development: human resources, human development, income distribution, migration (o15)‎	2	1990	1999	EL	Proquest	Subject
economic education and teaching of economics: general (a20)‎	2	1990	1999	EL	Proquest	Subject
health behavior (i12)‎	2	1990	1999	EL	Proquest	Subject
history of economic thought: individuals (b31)‎	2	1990	1999	EL	Proquest	Subject
information‎	2	1990	1999	EL	Proquest	Subject
interest group‎	2	1990	1999	EL	Proquest	Subject
latin america and the caribbean‎	2	1990	1999	EL	Proquest	Subject
money‎	2	1990	1999	EL	Proquest	Subject
policy‎	2	1990	1999	EL	Proquest	Subject
political‎	2	1990	1999	EL	Proquest	Subject
related disciplines (y80)‎	2	1990	1999	EL	Proquest	Subject
search, learning, information and knowledge, communication, belief, unawareness (d83)‎	2	1990	1999	EL	Proquest	Subject
union‎	2	1990	1999	EL	Proquest	Subject
advertising (m37)‎	1	1990	1999	EL	Proquest	Subject
agrarian‎	1	1990	1999	EL	Proquest	Subject
analysis of education (i21)‎	1	1990	1999	EL	Proquest	Subject
analysis of health care markets (i11)‎	1	1990	1999	EL	Proquest	Subject
argentina‎	1	1990	1999	EL	Proquest	Subject
asia‎	1	1990	1999	EL	Proquest	Subject
asset pricing, trading volume, bond interest rates (g12)‎	1	1990	1999	EL	Proquest	Subject
beta‎	1	1990	1999	EL	Proquest	Subject
bureaucracy, administrative processes in public organizations, corruption (d73)‎	1	1990	1999	EL	Proquest	Subject
business taxes and subsidies including sales and value-added (vat) (h25)‎	1	1990	1999	EL	Proquest	Subject
communism‎	1	1990	1999	EL	Proquest	Subject
comparison of public and private enterprises and nonprofit institutions, privatization, contracting out (l33)‎	1	1990	1999	EL	Proquest	Subject
conservation‎	1	1990	1999	EL	Proquest	Subject
consumer‎	1	1990	1999	EL	Proquest	Subject
consumer economics: empirical analysis (d12)‎	1	1990	1999	EL	Proquest	Subject
crude oil‎	1	1990	1999	EL	Proquest	Subject
demographic economics: general (j10)‎	1	1990	1999	EL	Proquest	Subject
demographic trends, macroeconomic effects, and forecasts (j11)‎	1	1990	1999	EL	Proquest	Subject
distribution‎	1	1990	1999	EL	Proquest	Subject
e. germany‎	1	1990	1999	EL	Proquest	Subject
earnings‎	1	1990	1999	EL	Proquest	Subject
econometric and statistical methods: other (c19)‎	1	1990	1999	EL	Proquest	Subject
economic history: agriculture, natural resources, environment, and extractive industries: africa, oceania (n57)‎	1	1990	1999	EL	Proquest	Subject
economic history: agriculture, natural resources, environment, and extractive industries: general, international, or comparative (n50)‎	1	1990	1999	EL	Proquest	Subject
economic history: agriculture, natural resources, environment, and extractive industries: u.s., canada: 1913- (n52)‎	1	1990	1999	EL	Proquest	Subject
economic history: government, war, law, international relations, and regulation: asia including middle east (n45)‎	1	1990	1999	EL	Proquest	Subject
economic history: labor and consumers, demography, education, health, welfare, income, wealth, religion, and philanthropy: latin america, caribbean (n36)‎	1	1990	1999	EL	Proquest	Subject
economic history: labor and consumers, demography, education, health, welfare, income, wealth, religion, and philanthropy: u.s., canada: pre-1913 (n31)‎	1	1990	1999	EL	Proquest	Subject
economic history: macroeconomics and monetary economics, industrial structure, growth, fluctuations: europe: pre-1913 (n13)‎	1	1990	1999	EL	Proquest	Subject
economic history: transport, trade, energy, technology, and other services: u.s., canada: 1913- (n72)‎	1	1990	1999	EL	Proquest	Subject
education policy‎	1	1990	1999	EL	Proquest	Subject
education: government policy (i28)‎	1	1990	1999	EL	Proquest	Subject
educational finance, financial aid (i22)‎	1	1990	1999	EL	Proquest	Subject
election‎	1	1990	1999	EL	Proquest	Subject
electorate‎	1	1990	1999	EL	Proquest	Subject
energy: demand and supply, prices (q41)‎	1	1990	1999	EL	Proquest	Subject
exports‎	1	1990	1999	EL	Proquest	Subject
finance‎	1	1990	1999	EL	Proquest	Subject
finland‎	1	1990	1999	EL	Proquest	Subject
fiscal policies and behavior of economic agents: household (h31)‎	1	1990	1999	EL	Proquest	Subject
fiscal policy (e62)‎	1	1990	1999	EL	Proquest	Subject
food‎	1	1990	1999	EL	Proquest	Subject
formal and informal sectors, shadow economy, institutional arrangements (o17)‎	1	1990	1999	EL	Proquest	Subject
functional forms‎	1	1990	1999	EL	Proquest	Subject
gas‎	1	1990	1999	EL	Proquest	Subject
general aggregative models: keynes, keynesian, post-keynesian (e12)‎	1	1990	1999	EL	Proquest	Subject
general aggregative models: neoclassical (e13)‎	1	1990	1999	EL	Proquest	Subject
global‎	1	1990	1999	EL	Proquest	Subject
global outlook (f01)‎	1	1990	1999	EL	Proquest	Subject
globalization‎	1	1990	1999	EL	Proquest	Subject
health‎	1	1990	1999	EL	Proquest	Subject
history‎	1	1990	1999	EL	Proquest	Subject
history of economic thought through 1925: general (b10)‎	1	1990	1999	EL	Proquest	Subject
history of economic thought: classical (includes adam smith) (b12)‎	1	1990	1999	EL	Proquest	Subject
history of economic thought: individuals: general (b30)‎	1	1990	1999	EL	Proquest	Subject
homes‎	1	1990	1999	EL	Proquest	Subject
housing‎	1	1990	1999	EL	Proquest	Subject
housing supply and markets (r31)‎	1	1990	1999	EL	Proquest	Subject
industrialization‎	1	1990	1999	EL	Proquest	Subject
industrialization, manufacturing and service industries, choice of technology (o14)‎	1	1990	1999	EL	Proquest	Subject
industry studies: manufacturing: general (l60)‎	1	1990	1999	EL	Proquest	Subject
industry studies: services: general (l80)‎	1	1990	1999	EL	Proquest	Subject
information and uncertainty: other (d89)‎	1	1990	1999	EL	Proquest	Subject
information, knowledge, and uncertainty: general (d80)‎	1	1990	1999	EL	Proquest	Subject
international monetary arrangements and institutions (f33)‎	1	1990	1999	EL	Proquest	Subject
labor-management relations, industrial jurisprudence (j53)‎	1	1990	1999	EL	Proquest	Subject
labor-management relations, trade unions, and collective bargaining: general (j50)‎	1	1990	1999	EL	Proquest	Subject
land ownership and tenure, land reform, land use, irrigation, agriculture and environment (q15)‎	1	1990	1999	EL	Proquest	Subject
law‎	1	1990	1999	EL	Proquest	Subject
marketing‎	1	1990	1999	EL	Proquest	Subject
marketing (m31)‎	1	1990	1999	EL	Proquest	Subject
measurement and analysis of poverty (i32)‎	1	1990	1999	EL	Proquest	Subject
mexico‎	1	1990	1999	EL	Proquest	Subject
northern america‎	20	2000	2008	EL	Proquest	Subject
u.s.‎	19	2000	2008	EL	Proquest	Subject
europe‎	18	2000	2008	EL	Proquest	Subject
asia‎	13	2000	2008	EL	Proquest	Subject
political processes: rent-seeking, lobbying, elections, legislatures, and voting behavior (d72)‎	9	2000	2008	EL	Proquest	Subject
related disciplines (y80)‎	9	2000	2008	EL	Proquest	Subject
war‎	8	2000	2008	EL	Proquest	Subject
formal and informal sectors, shadow economy, institutional arrangements (o17)‎	7	2000	2008	EL	Proquest	Subject
advertising (m37)‎	6	2000	2008	EL	Proquest	Subject
china‎	6	2000	2008	EL	Proquest	Subject
economic history: government, war, law, international relations, and regulation: europe: 1913- (n44)‎	6	2000	2008	EL	Proquest	Subject
entertainment, media (l82)‎	6	2000	2008	EL	Proquest	Subject
asymmetric and private information, mechanism design (d82)‎	5	2000	2008	EL	Proquest	Subject
consumer economics: empirical analysis (d12)‎	5	2000	2008	EL	Proquest	Subject
national security and war (h56)‎	5	2000	2008	EL	Proquest	Subject
policy‎	5	2000	2008	EL	Proquest	Subject
socialist systems and transitional economies: political economy, property rights (p26)‎	5	2000	2008	EL	Proquest	Subject
advertising‎	4	2000	2008	EL	Proquest	Subject
africa‎	4	2000	2008	EL	Proquest	Subject
capitalist systems: political economy (p16)‎	4	2000	2008	EL	Proquest	Subject
consumer‎	4	2000	2008	EL	Proquest	Subject
criteria for decision-making under risk and uncertainty (d81)‎	4	2000	2008	EL	Proquest	Subject
economic history: labor and consumers, demography, education, health, welfare, income, wealth, religion, and philanthropy: europe: 1913- (n34)‎	4	2000	2008	EL	Proquest	Subject
economic sociology, economic anthropology, language, social and economic stratification (z13)‎	4	2000	2008	EL	Proquest	Subject
economics of gender, non-labor discrimination (j16)‎	4	2000	2008	EL	Proquest	Subject
economics of minorities, races, indigenous peoples, and immigrants, non-labor discrimination (j15)‎	4	2000	2008	EL	Proquest	Subject
health‎	4	2000	2008	EL	Proquest	Subject
health: government policy, regulation, public health (i18)‎	4	2000	2008	EL	Proquest	Subject
history of economic thought: individuals (b31)‎	4	2000	2008	EL	Proquest	Subject
information and market efficiency, event studies, insider trading (g14)‎	4	2000	2008	EL	Proquest	Subject
newspapers‎	4	2000	2008	EL	Proquest	Subject
economic history: government, war, law, international relations, and regulation: general, international, or comparative (n40)‎	3	2000	2008	EL	Proquest	Subject
finance‎	3	2000	2008	EL	Proquest	Subject
france‎	3	2000	2008	EL	Proquest	Subject
germany‎	3	2000	2008	EL	Proquest	Subject
international linkages to development, role of international organizations (o19)‎	3	2000	2008	EL	Proquest	Subject
italy‎	3	2000	2008	EL	Proquest	Subject
japan‎	3	2000	2008	EL	Proquest	Subject
multinational firms, international business (f23)‎	3	2000	2008	EL	Proquest	Subject
political‎	3	2000	2008	EL	Proquest	Subject
search, learning, information and knowledge, communication, belief, unawareness (d83)‎	3	2000	2008	EL	Proquest	Subject
switzerland‎	3	2000	2008	EL	Proquest	Subject
trade unions: objectives, structure, and effects (j51)‎	3	2000	2008	EL	Proquest	Subject
welfare‎	3	2000	2008	EL	Proquest	Subject
welfare, well-being, and poverty: government programs, provision and effects of welfare programs (i38)‎	3	2000	2008	EL	Proquest	Subject
women‎	3	2000	2008	EL	Proquest	Subject
accounting‎	2	2000	2008	EL	Proquest	Subject
accounting (m41)‎	2	2000	2008	EL	Proquest	Subject
accounting and auditing: general (m40)‎	2	2000	2008	EL	Proquest	Subject
analysis of health care markets (i11)‎	2	2000	2008	EL	Proquest	Subject
asset pricing, trading volume, bond interest rates (g12)‎	2	2000	2008	EL	Proquest	Subject
austria‎	2	2000	2008	EL	Proquest	Subject
bank‎	2	2000	2008	EL	Proquest	Subject
banks, depository institutions, micro finance institutions, mortgages (g21)‎	2	2000	2008	EL	Proquest	Subject
communism‎	2	2000	2008	EL	Proquest	Subject
conflict, conflict resolution, alliances, revolutions (d74)‎	2	2000	2008	EL	Proquest	Subject
corporate culture, diversity, social responsibility (m14)‎	2	2000	2008	EL	Proquest	Subject
cultural‎	2	2000	2008	EL	Proquest	Subject
current heterodox approaches: historical, institutional, evolutionary (b52)‎	2	2000	2008	EL	Proquest	Subject
democracy‎	2	2000	2008	EL	Proquest	Subject
demographic economics: public policy (j18)‎	2	2000	2008	EL	Proquest	Subject
design of experiments: laboratory, individual (c91)‎	2	2000	2008	EL	Proquest	Subject
development‎	2	2000	2008	EL	Proquest	Subject
dispute resolution: strikes, arbitration, and mediation, collective bargaining (j52)‎	2	2000	2008	EL	Proquest	Subject
economic history: labor and consumers, demography, education, health, welfare, income, wealth, religion, and philanthropy: u.s., canada: pre-1913 (n31)‎	2	2000	2008	EL	Proquest	Subject
economic history: macroeconomics and monetary economics, industrial structure, growth, fluctuations: europe: 1913- (n14)‎	2	2000	2008	EL	Proquest	Subject
economic history: macroeconomics and monetary economics, industrial structure, growth, fluctuations: u.s., canada: 1913- (n12)‎	2	2000	2008	EL	Proquest	Subject
economic history: manufacturing and construction: europe: 1913- (n64)‎	2	2000	2008	EL	Proquest	Subject
economic methodology (b41)‎	2	2000	2008	EL	Proquest	Subject
financial economics: general (g00)‎	2	2000	2008	EL	Proquest	Subject
financial institutions and services: government policy and regulation (g28)‎	2	2000	2008	EL	Proquest	Subject
foreign aid (f35)‎	2	2000	2008	EL	Proquest	Subject
government‎	2	2000	2008	EL	Proquest	Subject
health behavior (i12)‎	2	2000	2008	EL	Proquest	Subject
history‎	2	2000	2008	EL	Proquest	Subject
illegal behavior and the enforcement of law (k42)‎	2	2000	2008	EL	Proquest	Subject
immigration‎	2	2000	2008	EL	Proquest	Subject
individual‎	2	2000	2008	EL	Proquest	Subject
inflation‎	2	2000	2008	EL	Proquest	Subject
information‎	2	2000	2008	EL	Proquest	Subject
macroeconomic policy, macroeconomic aspects of public finance, and general outlook: general (e60)‎	2	2000	2008	EL	Proquest	Subject
marketing‎	2	2000	2008	EL	Proquest	Subject
marketing (m31)‎	2	2000	2008	EL	Proquest	Subject
monetary policy (e52)‎	2	2000	2008	EL	Proquest	Subject
morocco‎	2	2000	2008	EL	Proquest	Subject
national security, economic nationalism (f52)‎	2	2000	2008	EL	Proquest	Subject
news‎	2	2000	2008	EL	Proquest	Subject
noncooperative games (c72)‎	2	2000	2008	EL	Proquest	Subject
oceania‎	2	2000	2008	EL	Proquest	Subject
press‎	2	2000	2008	EL	Proquest	Subject
price level, inflation, deflation (e31)‎	2	2000	2008	EL	Proquest	Subject
race‎	2	2000	2008	EL	Proquest	Subject
regulation‎	2	2000	2008	EL	Proquest	Subject
renewable resources and conservation: fishery, aquaculture (q22)‎	2	2000	2008	EL	Proquest	Subject
renewable resources and conservation: government policy (q28)‎	2	2000	2008	EL	Proquest	Subject
renewable resources and conservation: water (q25)‎	2	2000	2008	EL	Proquest	Subject
risk‎	2	2000	2008	EL	Proquest	Subject
role of economics, role of economists, market for economists (a11)‎	2	2000	2008	EL	Proquest	Subject
selected countries‎	2	2000	2008	EL	Proquest	Subject
social security and public pensions (h55)‎	2	2000	2008	EL	Proquest	Subject
political processes: rent-seeking, lobbying, elections, legislatures, and voting behavior (d72)‎	79	2010	2019	EL	Proquest	Subject
europe‎	46	2010	2019	EL	Proquest	Subject
political‎	46	2010	2019	EL	Proquest	Subject
asia‎	45	2010	2019	EL	Proquest	Subject
entertainment, media (l82)‎	44	2010	2019	EL	Proquest	Subject
search, learning, information and knowledge, communication, belief, unawareness (d83)‎	35	2010	2019	EL	Proquest	Subject
northern america‎	34	2010	2019	EL	Proquest	Subject
u.s.‎	33	2010	2019	EL	Proquest	Subject
china‎	26	2010	2019	EL	Proquest	Subject
economic sociology, economic anthropology, language, social and economic stratification (z13)‎	26	2010	2019	EL	Proquest	Subject
socialist systems and transitional economies: political economy, property rights (p26)‎	26	2010	2019	EL	Proquest	Subject
formal and informal sectors, shadow economy, institutional arrangements (o17)‎	25	2010	2019	EL	Proquest	Subject
media‎	25	2010	2019	EL	Proquest	Subject
government‎	22	2010	2019	EL	Proquest	Subject
information‎	21	2010	2019	EL	Proquest	Subject
economic history: government, war, law, international relations, and regulation: europe: 1913- (n44)‎	19	2010	2019	EL	Proquest	Subject
